"","ZCTA5","STATE","COUNTY","TRACT","GEOID","POPPT","HUPT","AREAPT","AREALANDPT","ZPOP","ZHU","ZAREA","ZAREALAND","TRPOP","TRHU","TRAREA","TRAREALAND","ZPOPPCT","ZHUPCT","ZAREAPCT","ZAREALANDPCT","TRPOPPCT","TRHUPCT","TRAREAPCT","TRAREALANDPCT"
"26765",20011,11,1,9505,11001009505,2405,1121,961801,961801,58536,25082,12738136,12631549,2630,1217,1040706,1040706,4.11,4.47,7.55,7.61,91.44,92.11,92.42,92.42
"26766",20011,11,1,9507,11001009507,1489,607,294693,294693,58536,25082,12738136,12631549,1489,607,294693,294693,2.54,2.42,2.31,2.33,100,100,100,100
"26767",20011,11,1,9508,11001009508,3115,1645,855885,855857,58536,25082,12738136,12631549,3290,1742,944223,944195,5.32,6.56,6.72,6.78,94.68,94.43,90.64,90.64
"26768",20012,11,1,1600,11001001600,3957,1685,2686556,2650939,13414,6058,5925258,5857663,3957,1685,2686556,2650939,29.5,27.81,45.34,45.26,100,100,100,100
"26769",20012,11,1,1702,11001001702,2538,1271,843976,843976,13414,6058,5925258,5857663,2644,1312,936896,936896,18.92,20.98,14.24,14.41,95.99,96.88,90.08,90.08
"26770",20012,11,1,1803,11001001803,1045,510,925154,893176,13414,6058,5925258,5857663,3514,1612,1169788,1137810,7.79,8.42,15.61,15.25,29.74,31.64,79.09,78.5
"26771",20012,11,1,1804,11001001804,1809,782,279760,279760,13414,6058,5925258,5857663,4480,1924,601780,601780,13.49,12.91,4.72,4.78,40.38,40.64,46.49,46.49
"26772",20012,11,1,1901,11001001901,841,334,189856,189856,13414,6058,5925258,5857663,4016,1603,769144,769144,6.27,5.51,3.2,3.24,20.94,20.84,24.68,24.68
"26773",20012,11,1,1902,11001001902,165,74,183208,183208,13414,6058,5925258,5857663,1969,861,888252,888252,1.23,1.22,3.09,3.13,8.38,8.59,20.63,20.63
"26774",20012,11,1,9505,11001009505,225,96,78905,78905,13414,6058,5925258,5857663,2630,1217,1040706,1040706,1.68,1.58,1.33,1.35,8.56,7.89,7.58,7.58
"26775",20012,11,1,10300,11001010300,2834,1306,737843,737843,13414,6058,5925258,5857663,3187,1306,1080390,1080329,21.13,21.56,12.45,12.6,88.92,100,68.29,68.3
"26776",20015,11,1,1001,11001001001,249,115,138939,138939,15332,6756,8952637,8940121,7436,2834,2454487,2454487,1.62,1.7,1.55,1.55,3.35,4.06,5.66,5.66
"26777",20015,11,1,1100,11001001100,3450,1616,887050,887050,15332,6756,8952637,8940121,4779,2234,1676550,1676550,22.5,23.92,9.91,9.92,72.19,72.34,52.91,52.91
"26778",20015,11,1,1301,11001001301,0,0,1647881,1647256,15332,6756,8952637,8940121,3955,2156,2853767,2853142,0,0,18.41,18.43,0,0,57.74,57.73
"26779",20015,11,1,1401,11001001401,3078,1478,788295,788295,15332,6756,8952637,8940121,3078,1478,788295,788295,20.08,21.88,8.81,8.82,100,100,100,100
"26780",20015,11,1,1402,11001001402,2748,1453,837078,837078,15332,6756,8952637,8940121,2998,1612,895208,895208,17.92,21.51,9.35,9.36,91.66,90.14,93.51,93.51
"26781",20015,11,1,1500,11001001500,5807,2094,4653394,4641503,15332,6756,8952637,8940121,5911,2126,4700012,4687921,37.88,30.99,51.98,51.92,98.24,98.49,99.01,99.01
"26782",20016,11,1,400,11001000400,6,1,263721,263721,32519,14842,11892104,11499363,1455,690,1532784,1532715,0.02,0.01,2.22,2.29,0.41,0.14,17.21,17.21
"26783",20016,11,1,600,11001000600,1789,766,557129,557084,32519,14842,11892104,11499363,4539,2234,1442899,1442828,5.5,5.16,4.68,4.84,39.41,34.29,38.61,38.61
"26784",20016,11,1,701,11001000701,3682,2614,433789,433789,32519,14842,11892104,11499363,4620,3275,549865,549865,11.32,17.61,3.65,3.77,79.7,79.82,78.89,78.89
"26785",20016,11,1,801,11001000801,4517,2770,1112386,1112386,32519,14842,11892104,11499363,6709,3528,3076301,2931487,13.89,18.66,9.35,9.67,67.33,78.51,36.16,37.95
"26786",20016,11,1,901,11001000901,7175,1661,3025143,2956421,32519,14842,11892104,11499363,7175,1661,3025143,2956421,22.06,11.19,25.44,25.71,100,100,100,100
"26787",20016,11,1,902,11001000902,2092,862,2184807,1860970,32519,14842,11892104,11499363,2092,862,2184807,1860970,6.43,5.81,18.37,16.18,100,100,100,100
"26788",20016,11,1,1001,11001001001,7187,2719,2315548,2315548,32519,14842,11892104,11499363,7436,2834,2454487,2454487,22.1,18.32,19.47,20.14,96.65,95.94,94.34,94.34
"26789",20016,11,1,1002,11001001002,3442,2342,889723,889586,32519,14842,11892104,11499363,3442,2342,889723,889586,10.58,15.78,7.48,7.74,100,100,100,100
"26790",20016,11,1,1100,11001001100,915,397,671097,671097,32519,14842,11892104,11499363,4779,2234,1676550,1676550,2.81,2.67,5.64,5.84,19.15,17.77,40.03,40.03
"26791",20016,11,1,1200,11001001200,1714,710,438761,438761,32519,14842,11892104,11499363,5008,2633,1218354,1218354,5.27,4.78,3.69,3.82,34.23,26.97,36.01,36.01
"26792",20017,11,1,2302,11001002302,1024,554,416374,416374,17735,7729,5723539,5722793,2036,1573,2015426,2010128,5.77,7.17,7.27,7.28,50.29,35.22,20.66,20.71
"26793",20017,11,1,9201,11001009201,1976,619,640834,640834,17735,7729,5723539,5722793,1976,619,640834,640834,11.14,8.01,11.2,11.2,100,100,100,100
"26794",20017,11,1,9204,11001009204,2273,1188,151604,151604,17735,7729,5723539,5722793,2557,1369,303077,303077,12.82,15.37,2.65,2.65,88.89,86.78,50.02,50.02
"26795",20017,11,1,9301,11001009301,2316,878,805979,805979,17735,7729,5723539,5722793,3143,1230,1101401,1101401,13.06,11.36,14.08,14.08,73.69,71.38,73.18,73.18
"26796",20017,11,1,9302,11001009302,578,239,197101,197101,17735,7729,5723539,5722793,1189,545,403356,403356,3.26,3.09,3.44,3.44,48.61,43.85,48.87,48.87
"26797",20017,11,1,9501,11001009501,763,350,493841,493841,17735,7729,5723539,5722793,5797,1954,1594368,1594368,4.3,4.53,8.63,8.63,13.16,17.91,30.97,30.97
"26798",20017,11,1,9503,11001009503,2665,1130,1262957,1262211,17735,7729,5723539,5722793,2910,1256,1423615,1422869,15.03,14.62,22.07,22.06,91.58,89.97,88.71,88.71
"26799",20017,11,1,9504,11001009504,3025,1354,1026344,1026344,17735,7729,5723539,5722793,3025,1354,1026344,1026344,17.06,17.52,17.93,17.93,100,100,100,100
"26800",20017,11,1,9508,11001009508,175,97,88338,88338,17735,7729,5723539,5722793,3290,1742,944223,944195,0.99,1.26,1.54,1.54,5.32,5.57,9.36,9.36
"26801",20017,11,1,9509,11001009509,2940,1320,640167,640167,17735,7729,5723539,5722793,2940,1320,640167,640167,16.58,17.08,11.18,11.19,100,100,100,100
"26802",20018,11,1,9000,11001009000,2732,1646,1455876,1425229,16894,7652,7841992,7810833,2732,1646,1455876,1425229,16.17,21.51,18.57,18.25,100,100,100,100
"26803",20018,11,1,9102,11001009102,4125,1853,1682227,1681774,16894,7652,7841992,7810833,4127,1854,1835955,1835502,24.42,24.22,21.45,21.53,99.95,99.95,91.63,91.62
"26804",20018,11,1,9301,11001009301,827,352,295422,295422,16894,7652,7841992,7810833,3143,1230,1101401,1101401,4.9,4.6,3.77,3.78,26.31,28.62,26.82,26.82
"26805",20018,11,1,9302,11001009302,611,306,206255,206255,16894,7652,7841992,7810833,1189,545,403356,403356,3.62,4,2.63,2.64,51.39,56.15,51.13,51.13
"26806",20018,11,1,9400,11001009400,4163,1792,1590674,1590674,16894,7652,7841992,7810833,4163,1792,1590674,1590674,24.64,23.42,20.28,20.36,100,100,100,100
"26807",20018,11,1,9503,11001009503,245,126,160658,160658,16894,7652,7841992,7810833,2910,1256,1423615,1422869,1.45,1.65,2.05,2.06,8.42,10.03,11.29,11.29
"26808",20018,11,1,11100,11001011100,4191,1577,2450880,2450821,16894,7652,7841992,7810833,4859,1868,6059137,5712488,24.81,20.61,31.25,31.38,86.25,84.42,40.45,42.9
"26809",20019,11,1,7703,11001007703,5187,2338,1011331,1010272,54358,25109,16785352,15980842,5187,2338,1011331,1010272,9.54,9.31,6.03,6.32,100,100,100,100
"26810",20019,11,1,7707,11001007707,3867,1721,841331,841331,54358,25109,16785352,15980842,3867,1721,841331,841331,7.11,6.85,5.01,5.26,100,100,100,100
"26811",20019,11,1,7708,11001007708,2486,1262,856403,732061,54358,25109,16785352,15980842,2486,1262,856403,732061,4.57,5.03,5.1,4.58,100,100,100,100
"26812",20019,11,1,7709,11001007709,1612,939,804677,722746,54358,25109,16785352,15980842,2007,1144,924682,842751,2.97,3.74,4.79,4.52,80.32,82.08,87.02,85.76
"26813",20019,11,1,7803,11001007803,3293,1652,1002745,1001106,54358,25109,16785352,15980842,3293,1652,1002745,1001106,6.06,6.58,5.97,6.26,100,100,100,100
"26814",20019,11,1,7804,11001007804,3446,1378,847943,843640,54358,25109,16785352,15980842,3446,1378,847943,843640,6.34,5.49,5.05,5.28,100,100,100,100
"26815",20019,11,1,7806,11001007806,2347,1102,688953,688953,54358,25109,16785352,15980842,2347,1102,688953,688953,4.32,4.39,4.1,4.31,100,100,100,100
"26816",20019,11,1,7807,11001007807,2139,906,523805,523805,54358,25109,16785352,15980842,2139,906,523805,523805,3.94,3.61,3.12,3.28,100,100,100,100
"26817",20019,11,1,7808,11001007808,3646,1598,950448,943636,54358,25109,16785352,15980842,3646,1598,950448,943636,6.71,6.36,5.66,5.9,100,100,100,100
"26818",20019,11,1,7809,11001007809,2922,1339,535206,535206,54358,25109,16785352,15980842,2922,1339,535206,535206,5.38,5.33,3.19,3.35,100,100,100,100
"26819",20019,11,1,9601,11001009601,2445,847,2083733,1884954,54358,25109,16785352,15980842,2445,847,2083733,1884954,4.5,3.37,12.41,11.8,100,100,100,100
"26820",20019,11,1,9602,11001009602,3280,1545,1380140,1060277,54358,25109,16785352,15980842,3280,1545,1380140,1060277,6.03,6.15,8.22,6.63,100,100,100,100
"26821",20019,11,1,9603,11001009603,3373,1750,639310,639310,54358,25109,16785352,15980842,3373,1750,639310,639310,6.21,6.97,3.81,4,100,100,100,100
"26822",20019,11,1,9604,11001009604,1962,998,548588,482806,54358,25109,16785352,15980842,1962,998,548588,482806,3.61,3.97,3.27,3.02,100,100,100,100
"26823",20019,11,1,9901,11001009901,819,386,1349585,1349585,54358,25109,16785352,15980842,2249,1070,2102166,2102166,1.51,1.54,8.04,8.45,36.42,36.07,64.2,64.2
"26824",20019,11,1,9902,11001009902,513,227,772500,772500,54358,25109,16785352,15980842,2905,1292,1294603,1294603,0.94,0.9,4.6,4.83,17.66,17.57,59.67,59.67
"26825",20019,11,1,9903,11001009903,1851,722,375868,375868,54358,25109,16785352,15980842,1851,722,375868,375868,3.41,2.88,2.24,2.35,100,100,100,100
"26826",20019,11,1,9904,11001009904,2243,1137,424831,424831,54358,25109,16785352,15980842,2243,1137,424831,424831,4.13,4.53,2.53,2.66,100,100,100,100
"26827",20019,11,1,9905,11001009905,2795,1330,433028,433028,54358,25109,16785352,15980842,2795,1330,433028,433028,5.14,5.3,2.58,2.71,100,100,100,100
"26828",20019,11,1,9906,11001009906,1296,756,247973,247973,54358,25109,16785352,15980842,1296,756,247973,247973,2.38,3.01,1.48,1.55,100,100,100,100
"26829",20019,11,1,9907,11001009907,2836,1176,466954,466954,54358,25109,16785352,15980842,2836,1176,466954,466954,5.22,4.68,2.78,2.92,100,100,100,100
"26830",20020,11,1,7304,11001007304,42,13,7791,7791,49864,22753,12329572,11948308,3546,1376,1249544,1237843,0.08,0.06,0.06,0.07,1.18,0.94,0.62,0.63
"26831",20020,11,1,7401,11001007401,2414,935,1426292,1200796,49864,22753,12329572,11948308,2414,935,1426292,1200796,4.84,4.11,11.57,10.05,100,100,100,100
"26832",20020,11,1,7403,11001007403,2859,1180,326137,326137,49864,22753,12329572,11948308,2859,1180,326137,326137,5.73,5.19,2.65,2.73,100,100,100,100
"26833",20020,11,1,7404,11001007404,3161,1259,786629,786629,49864,22753,12329572,11948308,3310,1308,806734,806734,6.34,5.53,6.38,6.58,95.5,96.25,97.51,97.51
"26834",20020,11,1,7406,11001007406,3063,1066,369735,369735,49864,22753,12329572,11948308,3063,1066,369735,369735,6.14,4.69,3,3.09,100,100,100,100
"26835",20020,11,1,7407,11001007407,2587,1203,610688,610688,49864,22753,12329572,11948308,2587,1203,610688,610688,5.19,5.29,4.95,5.11,100,100,100,100
"26836",20020,11,1,7408,11001007408,3038,1239,382426,382368,49864,22753,12329572,11948308,3038,1239,382426,382368,6.09,5.45,3.1,3.2,100,100,100,100
"26837",20020,11,1,7409,11001007409,3499,1507,397786,397786,49864,22753,12329572,11948308,3499,1507,397786,397786,7.02,6.62,3.23,3.33,100,100,100,100
"26838",20020,11,1,7502,11001007502,4541,1898,615797,615797,49864,22753,12329572,11948308,4541,1898,615797,615797,9.11,8.34,4.99,5.15,100,100,100,100
"26839",20020,11,1,7503,11001007503,2425,1000,499811,499811,49864,22753,12329572,11948308,2425,1000,499811,499811,4.86,4.4,4.05,4.18,100,100,100,100
"26840",20020,11,1,7504,11001007504,2451,1215,796619,796619,49864,22753,12329572,11948308,2451,1215,796619,796619,4.92,5.34,6.46,6.67,100,100,100,100
"26841",20020,11,1,7601,11001007601,4355,2196,1263194,1107484,49864,22753,12329572,11948308,4355,2196,1263194,1107484,8.73,9.65,10.25,9.27,100,100,100,100
"26842",20020,11,1,7603,11001007603,4044,2328,1226652,1226652,49864,22753,12329572,11948308,4044,2328,1226652,1226652,8.11,10.23,9.95,10.27,100,100,100,100
"26843",20020,11,1,7604,11001007604,3644,1931,1368612,1368612,49864,22753,12329572,11948308,3644,1931,1368612,1368612,7.31,8.49,11.1,11.45,100,100,100,100
"26844",20020,11,1,7605,11001007605,3447,1804,453790,453790,49864,22753,12329572,11948308,3447,1804,453790,453790,6.91,7.93,3.68,3.8,100,100,100,100
"26845",20020,11,1,7709,11001007709,395,205,120005,120005,49864,22753,12329572,11948308,2007,1144,924682,842751,0.79,0.9,0.97,1,19.68,17.92,12.98,14.24
"26846",20020,11,1,9901,11001009901,1430,684,752581,752581,49864,22753,12329572,11948308,2249,1070,2102166,2102166,2.87,3.01,6.1,6.3,63.58,63.93,35.8,35.8
"26847",20020,11,1,9902,11001009902,2392,1065,522103,522103,49864,22753,12329572,11948308,2905,1292,1294603,1294603,4.8,4.68,4.23,4.37,82.34,82.43,40.33,40.33
"26848",20020,11,1,10400,11001010400,77,25,402924,402924,49864,22753,12329572,11948308,4365,1828,2734974,2734891,0.15,0.11,3.27,3.37,1.76,1.37,14.73,14.73
"26849",20024,11,1,6202,11001006202,6,3,5195616,4238001,11510,7732,8773595,6770280,33,8,11418663,6583173,0.05,0.04,59.22,62.6,18.18,37.5,45.5,64.38
"26850",20024,11,1,6400,11001006400,2139,1055,772375,544744,11510,7732,8773595,6770280,2139,1055,916650,689019,18.58,13.64,8.8,8.05,100,100,84.26,79.06
"26851",20024,11,1,7301,11001007301,0,0,569542,0,11510,7732,8773595,6770280,3012,991,9874878,4589800,0,0,6.49,0,0,0,5.77,0
"26852",20024,11,1,10200,11001010200,2324,1654,1216402,1069944,11510,7732,8773595,6770280,2324,1654,1386288,1239830,20.19,21.39,13.86,15.8,100,100,87.75,86.3
"26853",20024,11,1,10500,11001010500,3410,2347,632983,632983,11510,7732,8773595,6770280,3410,2347,752679,752679,29.63,30.35,7.21,9.35,100,100,84.1,84.1
"26854",20024,11,1,11000,11001011000,3631,2673,386677,284608,11510,7732,8773595,6770280,3715,2673,1028564,646540,31.55,34.57,4.41,4.2,97.74,100,37.59,44.02
"26855",20032,11,1,7301,11001007301,2881,991,3652997,3652997,35653,15681,13800113,13604123,3012,991,9874878,4589800,8.08,6.32,26.47,26.85,95.65,100,36.99,79.59
"26856",20032,11,1,7304,11001007304,3504,1363,1241753,1230052,35653,15681,13800113,13604123,3546,1376,1249544,1237843,9.83,8.69,9,9.04,98.82,99.06,99.38,99.37
"26857",20032,11,1,7404,11001007404,149,49,20105,20105,35653,15681,13800113,13604123,3310,1308,806734,806734,0.42,0.31,0.15,0.15,4.5,3.75,2.49,2.49
"26858",20032,11,1,9700,11001009700,3177,1307,409988,403237,35653,15681,13800113,13604123,3177,1307,409988,403237,8.91,8.33,2.97,2.96,100,100,100,100
"26859",20032,11,1,9801,11001009801,1575,766,448655,431384,35653,15681,13800113,13604123,1575,766,448655,431384,4.42,4.88,3.25,3.17,100,100,100,100
"26860",20032,11,1,9802,11001009802,1693,848,200745,200745,35653,15681,13800113,13604123,1693,848,200745,200745,4.75,5.41,1.45,1.48,100,100,100,100
"26861",20032,11,1,9803,11001009803,2758,1416,531054,531054,35653,15681,13800113,13604123,2758,1416,531054,531054,7.74,9.03,3.85,3.9,100,100,100,100
"26862",20032,11,1,9804,11001009804,2473,1071,518352,518352,35653,15681,13800113,13604123,2473,1071,518352,518352,6.94,6.83,3.76,3.81,100,100,100,100
"26863",20032,11,1,9807,11001009807,3072,1551,1038640,1038640,35653,15681,13800113,13604123,3072,1551,1038640,1038640,8.62,9.89,7.53,7.63,100,100,100,100
"26864",20032,11,1,9810,11001009810,2507,1171,412478,398420,35653,15681,13800113,13604123,2507,1171,412478,398420,7.03,7.47,2.99,2.93,100,100,100,100
"26865",20032,11,1,9811,11001009811,4365,1979,467504,467504,35653,15681,13800113,13604123,4365,1979,467504,467504,12.24,12.62,3.39,3.44,100,100,100,100
"26866",20032,11,1,10400,11001010400,4288,1803,2332050,2331967,35653,15681,13800113,13604123,4365,1828,2734974,2734891,12.03,11.5,16.9,17.14,98.24,98.63,85.27,85.27
"26867",20032,11,1,10900,11001010900,3211,1366,2525792,2379666,35653,15681,13800113,13604123,3211,1366,5316212,2379666,9.01,8.71,18.3,17.49,100,100,47.51,100
"26868",20036,11,1,4202,11001004202,0,0,13633,13633,5435,4269,862180,862180,2771,1915,208409,208409,0,0,1.58,1.58,0,0,6.54,6.54
"26869",20036,11,1,5201,11001005201,300,258,24432,24432,5435,4269,862180,862180,6077,4548,339712,339712,5.52,6.04,2.83,2.83,4.94,5.67,7.19,7.19
"26870",20036,11,1,5301,11001005301,2524,2076,168763,168763,5435,4269,862180,862180,5051,3890,286398,286398,46.44,48.63,19.57,19.57,49.97,53.37,58.93,58.93
"26871",20036,11,1,5500,11001005500,1536,994,138892,138892,5435,4269,862180,862180,6671,4983,637548,628198,28.26,23.28,16.11,16.11,23.03,19.95,21.79,22.11
"26872",20036,11,1,10700,11001010700,1075,941,516460,516460,5435,4269,862180,862180,1838,1413,891591,891591,19.78,22.04,59.9,59.9,58.49,66.6,57.93,57.93
"26873",20037,11,1,100,11001000100,0,0,752413,308630,14642,8154,2520640,1668857,4890,2999,2369696,1868805,0,0,29.85,18.49,0,0,31.75,16.51
"26874",20037,11,1,4100,11001004100,4,0,3919,3919,14642,8154,2520640,1668857,2708,1702,817012,787700,0.03,0,0.16,0.23,0.15,0,0.48,0.5
"26875",20037,11,1,5500,11001005500,4397,3449,411201,401851,14642,8154,2520640,1668857,6671,4983,637548,628198,30.03,42.3,16.31,24.08,65.91,69.22,64.5,63.97
"26876",20037,11,1,5600,11001005600,6756,4059,475077,467891,14642,8154,2520640,1668857,6756,4059,475077,467891,46.14,49.78,18.85,28.04,100,100,100,100
"26877",20037,11,1,6202,11001006202,6,4,656391,264927,14642,8154,2520640,1668857,33,8,11418663,6583173,0.04,0.05,26.04,15.87,18.18,50,5.75,4.02
"26878",20037,11,1,10700,11001010700,708,471,59702,59702,14642,8154,2520640,1668857,1838,1413,891591,891591,4.84,5.78,2.37,3.58,38.52,33.33,6.7,6.7
"26879",20037,11,1,10800,11001010800,2771,171,161937,161937,14642,8154,2520640,1668857,6408,1115,661584,661584,18.93,2.1,6.42,9.7,43.24,15.34,24.48,24.48
"26880",20045,11,1,5800,11001005800,0,0,27766,27766,0,0,27766,27766,2830,2306,910808,910808,0,0,100,100,0,0,3.05,3.05
"26881",20052,11,1,10800,11001010800,470,6,7062,7062,470,6,7062,7062,6408,1115,661584,661584,100,100,100,100,7.33,0.54,1.07,1.07
"26882",20053,11,1,10500,11001010500,0,0,85108,85108,0,0,85108,85108,3410,2347,752679,752679,0,0,100,100,0,0,11.31,11.31
"26883",20057,11,1,201,11001000201,3888,0,434173,434173,3888,0,434173,434173,3916,2,542544,542544,100,0,100,100,99.28,0,80.03,80.03
"26884",20064,11,1,9501,11001009501,1890,1,506097,506097,1890,1,506097,506097,5797,1954,1594368,1594368,100,100,100,100,32.6,0.05,31.74,31.74
"27191",20202,11,1,10200,11001010200,0,0,18721,18721,0,0,18721,18721,2324,1654,1386288,1239830,0,0,100,100,0,0,1.35,1.51
"27192",20204,11,1,10500,11001010500,0,0,14638,14638,0,0,14638,14638,3410,2347,752679,752679,0,0,100,100,0,0,1.94,1.94
"27193",20228,11,1,10200,11001010200,0,0,81628,81628,0,0,81628,81628,2324,1654,1386288,1239830,0,0,100,100,0,0,5.89,6.58
"27194",20230,11,1,6202,11001006202,0,0,55495,55495,0,0,55495,55495,33,8,11418663,6583173,0,0,100,100,0,0,0.49,0.84
"27195",20240,11,1,10800,11001010800,0,0,31673,31673,0,0,31673,31673,6408,1115,661584,661584,0,0,100,100,0,0,4.79,4.79
"27196",20245,11,1,6202,11001006202,0,0,64474,64474,0,0,64474,64474,33,8,11418663,6583173,0,0,100,100,0,0,0.56,0.98
"27197",20260,11,1,10200,11001010200,0,0,44402,44402,0,0,44402,44402,2324,1654,1386288,1239830,0,0,100,100,0,0,3.2,3.58
"27198",20307,11,1,10300,11001010300,353,0,342547,342486,353,0,342547,342486,3187,1306,1080390,1080329,100,0,100,100,11.08,0,31.71,31.7
"27199",20317,11,1,2302,11001002302,903,1014,1185529,1180231,903,1014,1185529,1180231,2036,1573,2015426,2010128,100,100,100,100,44.35,64.46,58.82,58.71
"27200",20319,11,1,11000,11001011000,84,0,641887,361932,84,0,641887,361932,3715,2673,1028564,646540,100,0,100,100,2.26,0,62.41,55.98
"27201",20373,11,1,7301,11001007301,131,0,938611,936803,131,0,938611,936803,3012,991,9874878,4589800,100,0,100,100,4.35,0,9.51,20.41
"27202",20390,11,1,7000,11001007000,584,0,10935,10935,584,0,10935,10935,2812,1268,420416,420416,100,0,100,100,20.77,0,2.6,2.6
"27203",20405,11,1,10800,11001010800,0,0,33011,33011,0,0,33011,33011,6408,1115,661584,661584,0,0,100,100,0,0,4.99,4.99
"27204",20418,11,1,6202,11001006202,0,0,29418,29418,0,0,29418,29418,33,8,11418663,6583173,0,0,100,100,0,0,0.26,0.45
"27205",20427,11,1,10700,11001010700,0,0,17366,17366,0,0,17366,17366,1838,1413,891591,891591,0,0,100,100,0,0,1.95,1.95
"27206",20506,11,1,6202,11001006202,0,0,49203,49203,0,0,49203,49203,33,8,11418663,6583173,0,0,100,100,0,0,0.43,0.75
"27207",20510,11,1,6202,11001006202,0,0,30810,30810,0,0,30810,30810,33,8,11418663,6583173,0,0,100,100,0,0,0.27,0.47
"27208",20520,11,1,6202,11001006202,0,0,79164,79164,0,0,83728,83728,33,8,11418663,6583173,0,0,94.55,94.55,0,0,0.69,1.2
"27209",20520,11,1,10800,11001010800,0,0,4564,4564,0,0,83728,83728,6408,1115,661584,661584,0,0,5.45,5.45,0,0,0.69,0.69
"27210",20535,11,1,5800,11001005800,8,0,12919,12919,8,0,12919,12919,2830,2306,910808,910808,100,0,100,100,0.28,0,1.42,1.42
"27211",20540,11,1,6202,11001006202,0,0,86892,86892,0,0,86892,86892,33,8,11418663,6583173,0,0,100,100,0,0,0.76,1.32
"27212",20551,11,1,6202,11001006202,0,0,23513,23513,0,0,23513,23513,33,8,11418663,6583173,0,0,100,100,0,0,0.21,0.36
"27213",20553,11,1,10200,11001010200,0,0,25135,25135,0,0,25135,25135,2324,1654,1386288,1239830,0,0,100,100,0,0,1.81,2.03
"27214",20560,11,1,6202,11001006202,0,0,51472,51472,0,0,51472,51472,33,8,11418663,6583173,0,0,100,100,0,0,0.45,0.78
"27215",20565,11,1,6202,11001006202,0,0,173126,173126,0,0,173126,173126,33,8,11418663,6583173,0,0,100,100,0,0,1.52,2.63
"27216",20566,11,1,6202,11001006202,0,0,102187,102187,0,0,102187,102187,33,8,11418663,6583173,0,0,100,100,0,0,0.89,1.55
"27217",20593,11,1,6400,11001006400,0,0,78201,78201,0,0,78201,78201,2139,1055,916650,689019,0,0,100,100,0,0,8.53,11.35
